LName,FName,MI,ANumber,Grad year,Sex,LVL,College,Degree,Program,Major1,Major2,Minor1,Minor2,Conc1,Conc2,Salary,Loans,StartDate,GraduatedAtUindy
Welch,Kathryn,E,A00929569,201020,F,U,BH,BS,BS-BH,PSYC,,,,,,46,55,200520,0
Jensen,Earl,A,A00910672,201020,F,U,BH,BS,BS-BH,PSYC,,CYP,,CCST,,47,68,200920,1
Castillo,Maria,Z,A00984887,201010,F,U,BH,BS,BS-BH,PSYC,,,,,,43,90,200810,1
Phelps,Francisco,C,A00924977,201020,F,U,BH,BS,BS-BH,PSYC,,HBIO,,,,67,15,200720,1
Patterson,Lucille,F,A00965120,201020,F,U,BH,BS,BS-BH,PSYC,,,,PPTD,CCST,71,18,200620,1
Lee,Arthur,O,A00940999,201010,F,U,BH,BS,BS-BH,PSYC,,,,CCST,,54,55,200610,0
Lambert,Juan,C,A00985005,201120,F,U,BH,BA,BA-BH,PSYC,,,,,,59,17,200820,1
Sharp,Douglas,X,A00950527,201120,M,U,BH,BS,BS-BH,PSYC,,,,POTD,HON,50,83,200820,0
Powers,James,F,A00934065,201120,F,U,BH,BS,BS-BH,PSYC,SPAN,LEGL,,CCST,,54,34,201020,1
Robertson,Olive,T,A00902885,201120,F,U,BH,BS,BS-BH,PSYC,,,,,,60,34,200920,1
McCoy,Derrick,K,A00954480,201120,F,U,BH,BS,BS-BH,PSYC,,PHIL,,CCST,,50,44,200820,1
Austin,Landon,E,A00953190,201120,F,U,BH,BS,BS-BH,PSYC,,FREN,,PMED,,43,62,200820,0
Barnett,Oscar,N,A00988088,201110,F,U,BH,BS,BS-BH,PSYC,,,,AGST,,68,38,200610,1
Curtis,Nelle,G,A00967145,201120,F,U,BH,BS,BS-BH,PSYC,,,,,,52,45,201020,1
Wolfe,Brandon,U,A00921818,201120,F,U,BH,BS,BS-BH,PSYC,,SOC,GEND,POTD,CCST,34,26,200820,1
Herrera,Lydia,G,A00916433,201120,F,U,BH,BS,BS-BH,PSYC,,,,CCST,AGST,47,54,200820,0
Fowler,Lucy,Q,A00982447,201120,F,U,BH,BS,BS-BH,PSYC,,,,POT,,62,82,200720,1
Howell,Alfred,F,A00956262,201110,M,U,BH,BA,BA-BH,PSYC,,,,CCST,,49,38,200910,1
Baldwin,Richard,H,A00956218,201120,M,U,BH,BS,BS-BH,PSYC,,,,PPTD,CCST,40,95,201020,1
Kelly,Sarah,Z,A00987373,201110,F,U,BH,BS,BS-BH,PSYC,,BIOL,PHIL,HON,ETH,53,80,200610,0
Moss,Bertie,T,A00958791,201120,F,U,BH,BS,BS-BH,PSYC,,,,,,64,37,200820,0
Cortez,Chester,Q,A00906459,201120,F,U,BH,BS,BS-BH,PSYC,,SOC,,PMED,,49,42,201020,1
Willis,Lilly,D,A00982877,201120,F,U,BH,BS,BS-BH,PSYC,,,,,,58,23,200620,0
Reeves,Tillie,B,A00985118,201110,F,U,BH,BS,BS-BH,PSYC,,,,PPT,AGST,41,86,201010,1
Wade,Leona,A,A00974735,201110,F,U,BH,BS,BS-BH,PSYC,,ENTR,BADM,CCST,HON,43,18,200610,1
Green,Agnes,B,A00916263,201120,F,U,BH,BS,BS-BH,PSYC,,,,POTD,,40,82,200620,0
Blake,Anthony,F,A00989926,201120,F,U,BH,BS,BS-BH,PSYC,,,,CCST,,45,23,200620,1
Banks,Herman,P,A00917420,201110,M,U,BH,BS,BS-BH,PSYC,,,,CCST,,54,93,200710,1
Garcia,Jimmy,I,A00943438,201120,F,U,BH,BS,BS-BH,PSYC,,,,,,46,77,200720,1
Singleton,Keith,X,A00935450,201120,F,U,BH,BS,BS-BH,PSYC,,,,PMED,HON,44,36,200720,1
Evans,Craig,N,A00907540,201120,F,U,BH,BS,BS-BH,PSYC,,,,POT,,57,58,200720,1
Jones,Mamie,P,A00938604,201110,M,U,BH,BS,BS-BH,PSYC,,,,POT,,32,18,201010,0
Elliott,Trevor,B,A00977452,201120,F,U,BH,BS,BS-BH,PSYC,,,,CCST,AGST,51,52,200720,1
Fowler,Rosetta,W,A00935490,201120,F,U,BH,BS,BS-BH,PSYC,,,,,,35,18,201020,1
Scott,Scott,E,A00955614,201120,M,U,BH,BS,BS-BH,PSYC,,,,CCST,,44,57,200620,1
Rivera,Adam,N,A00961832,201110,F,U,BH,BS,BS-BH,PSYC,,,,,,43,82,201010,1
Montgomery,Vernon,H,A00945874,201120,M,U,BH,BS,BS-BH,PSYC,,,,PPTD,,54,84,200820,1
Harmon,Rodney,O,A00913852,201120,F,U,BH,BS,BS-BH,PSYC,,,,,,49,53,200920,1
Greene,Todd,Y,A00908101,201120,F,U,BH,BS,BS-BH,PSYC,SPAN,,,HON,,45,67,200520,1
Huff,Carl,P,A00907962,201120,F,U,BH,BS,BS-BH,PSYC,,,,HON,,66,78,201020,1
Mason,Ina,A,A00979738,201120,F,U,BH,BS,BS-BH,PSYC,,,,PPTD,CCST,43,100,200720,1
Hernandez,Isaac,C,A00974224,201120,F,U,BH,BS,BS-BH,PSYC,,SOC,,PMED,,47,52,200620,1
Kelly,Ricky,Y,A00978761,201110,F,U,BH,BS,BS-BH,PSYC,,,,,,47,35,200810,0
Perry,Clarence,N,A00905932,201120,M,U,BH,BA,BA-BH,PSYC,,GEND,,CCST,,35,22,200920,1
Cobb,Maud,P,A00972606,201110,F,U,BH,BS,BS-BH,PSYC,,,,,,44,81,200710,1
Woods,Tillie,V,A00997094,201120,M,U,BH,BS,BS-BH,PSYC,,,,POT,,65,82,200920,0
Sherman,Gabriel,V,A00966740,201120,F,U,BH,BS,BS-BH,PSYC,,,,PPT,,48,40,200520,0
Jensen,Katie,F,A00921143,201110,F,U,BH,BS,BS-BH,PSYC,,,,PMED,,56,59,200610,0
Johnston,William,H,A00971436,201110,F,U,BH,BS,BS-BH,PSYC,SOC,,,,,52,97,200710,1
Price,Timothy,C,A00974536,201120,M,U,BH,BS,BS-BH,PSYC,,,,PPT,AGST,57,65,200520,0
Allen,Dominic,O,A00969185,201110,F,U,BH,BS,BS-BH,PSYC,,,,,,55,78,201010,0
Roy,Marguerite,H,A00970273,201110,F,U,BH,BS,BS-BH,PSYC,,CRIM,,CCST,,60,78,200910,1
Marshall,Claudia,W,A00976622,201110,F,U,BH,BS,BS-BH,PSYC,,BADM,,CCST,,44,79,200510,1
Garner,Nicholas,X,A00932123,201120,F,U,BH,BS,BS-BH,PSYC,,FREN,,PMED,,58,46,200820,1
Adkins,Shane,T,A00988921,201120,F,U,BH,BS,BS-BH,PSYC,,,,,,61,72,200820,1
Gilbert,Delia,V,A00943605,201110,F,U,BH,BS,BS-BH,PSYC,,,,,,63,60,200510,0
Huff,Lily,S,A00986606,201120,F,U,BH,BS,BS-BH,PSYC,,,,PPT,,34,63,200520,0
Byrd,Paul,E,A00926771,201120,F,U,BH,BS,BS-BH,PSYC,,,,POT,,37,17,200920,0
Porter,Cecilia,G,A00970745,201110,F,U,BH,BS,BS-BH,PSYC,,,,,,70,82,200510,1
Rose,Marvin,R,A00912784,201110,F,U,BH,BS,BS-BH,PSYC,,,,,,50,23,200510,1
Cross,Leon,C,A00952906,201120,F,U,BH,BS,BS-BH,PSYC,,SOC,,,,56,24,200720,0
Singleton,Angel,G,A00966545,201120,F,U,BH,BS,BS-BH,PSYC,,CRIM,,,,29,44,200920,1
Wilkerson,Mayme,E,A00983894,201110,F,U,BH,BS,BS-BH,PSYC,,SOC,,HON,CCST,52,75,200610,0
Vega,Kate,V,A00903065,201220,F,U,BH,BS,BS-BH,PSYC,,,,,,46,85,201120,0
McLaughlin,Nannie,Q,A00925260,201220,F,U,BH,BS,BS-BH,PSYC,MATH,,,,,45,78,200720,1
Bell,Ann,O,A00971223,201220,F,U,BH,BS,BS-BH,PSYC,,SOC,,,,52,82,201120,0
Wise,Beatrice,W,A00986174,201220,F,U,BH,BS,BS-BH,PSYC,,,,POTD,,55,73,201020,1
Collins,Louis,D,A00957190,201220,M,U,BH,BS,BS-BH,PSYC,,,,AGST,,48,89,200720,0
Beck,Elijah,N,A00978282,201220,M,U,BH,BS,BS-BH,PSYC,,CRIM,,,,46,31,200820,1
Gross,Alex,L,A00948153,201220,F,U,BH,BS,BS-BH,PSYC,,,,PPT,HON,62,87,201120,1
Larson,Tommy,Z,A00937147,201210,F,U,BH,BS,BS-BH,PSYC,SOC,,,,,46,18,200810,1
Graves,Brian,S,A00945949,201220,F,U,BH,BS,BS-BH,PSYC,,,,CCST,,62,18,201120,1
Hughes,Frederick,U,A00924519,201220,F,U,BH,BS,BS-BH,PSYC,,,,,,48,13,200920,0
Jimenez,Georgie,M,A00964459,201220,F,U,BH,BS,BS-BH,PSYC,,BIOL,PHIL,HON,ETH,39,44,201120,1
Webster,Max,R,A00986552,201220,F,U,BH,BS,BS-BH,PSYC,,,,,,64,20,201020,1
Herrera,Katharine,L,A00981758,201210,F,U,BH,BS,BS-BH,PSYC,,,,CCST,,61,29,200910,0
Mullins,Clyde,J,A00985761,201220,F,U,BH,BS,BS-BH,PSYC,,,,PMED,HON,36,36,200720,1
Greer,Gene,J,A00970614,201220,F,U,BH,BS,BS-BH,PSYC,,,,,,58,14,200820,1
Thomas,Harry,A,A00976621,201220,F,U,BH,BS,BS-BH,PSYC,,ENTR,BADM,CCST,HON,41,98,200720,1
Gardner,Tillie,E,A00979339,201210,F,U,BH,BS,BS-BH,PSYC,,,,PMED,,55,21,200610,0
Robertson,Sylvia,P,A00954281,201220,M,U,BH,BA,BA-BH,PSYC,,,,CCST,,54,74,200820,0
Luna,Viola,F,A00995675,201210,F,U,BH,BS,BS-BH,PSYC,,SOC,,SRES,HON,62,58,201110,0
Ross,Gary,K,A00946301,201220,F,U,BH,BS,BS-BH,PSYC,,,,PPT,,49,56,200820,1
Johnston,Leah,H,A00970149,201220,F,U,BH,BS,BS-BH,PSYC,,SOC,,,,60,79,200920,1
Reyes,Daisy,Y,A00968683,201220,F,U,BH,BS,BS-BH,PSYC,,,,CCST,,56,13,200720,1
Burke,Estelle,Q,A00914153,201220,F,U,BH,BS,BS-BH,PSYC,,,,,,61,78,201020,0
Butler,Flora,L,A00946815,201210,F,U,BH,BS,BS-BH,PSYC,CRIM,,,CSI,,54,71,201110,1
Brown,Verna,C,A00966162,201220,M,U,BH,BS,BS-BH,PSYC,,,,,,45,16,201120,1
Garrett,Howard,J,A00902350,201220,F,U,BH,BS,BS-BH,PSYC,,,,,,55,17,200820,0
Peterson,Brett,U,A00986138,201210,F,U,BH,BS,BS-BH,PSYC,,PSYC,,,,56,37,200910,0
Rodriquez,Leila,D,A00969363,201220,F,U,BH,BS,BS-BH,PSYC,,,,,,46,71,201020,1
Cummings,Herbert,X,A00964946,201220,F,U,BH,BS,BS-BH,PSYC,,,,CCST,,34,35,201120,0
Hines,Tony,M,A00905739,201220,F,U,BH,BS,BS-BH,PSYC,,,,,,52,65,201120,1
Myers,Elsie,B,A00994074,201220,F,U,BH,BA,BA-BH,PSYC,,SOC,,CCST,,49,90,200720,0
Manning,Nina,B,A00900102,201220,F,U,BH,BS,BS-BH,PSYC,SPAN,,,CCST,CHRF,35,62,201020,1
Todd,Edwin,B,A00953314,201220,F,U,BH,BS,BS-BH,PSYC,,,,POTD,,62,55,200720,0
Hopkins,Rachel,C,A00916268,201220,F,U,BH,BS,BS-BH,PSYC,,,,CCST,,50,79,201020,0
Pratt,Bernard,O,A00975868,201220,F,U,BH,BS,BS-BH,PSYC,,SOC,,POT,,34,49,200920,0
Ross,Georgia,M,A00939356,201220,F,U,BH,BS,BS-BH,PSYC,,,,,,50,71,200920,1
Rios,Lucas,J,A00901324,201220,F,U,BH,BS,BS-BH,PSYC,,,,PMED,HON,42,46,201120,1
Alvarado,Claudia,W,A00931892,201220,M,U,BH,BS,BS-BH,PSYC,SPAN,,,CCST,CHRF,55,69,200620,1
Mendoza,Sadie,K,A00902592,201220,F,U,BH,BS,BS-BH,PSYC,SPAN,,,CCST,CHRF,71,38,200720,0
Townsend,Jay,A,A00954127,201220,F,U,BH,BS,BS-BH,PSYC,,,,,,52,87,200820,0
Howard,Myra,J,A00949254,201210,F,U,BH,BS,BS-BH,PSYC,,SOC,,,,37,46,201010,1
Hill,Sue,Q,A00958769,201210,F,U,BH,BS,BS-BH,PSYC,,CHEM,,PPT,,52,38,200610,1
Bryan,Miguel,W,A00942546,201220,F,U,BH,BS,BS-BH,PSYC,,,,POT,,42,52,201020,0
Burgess,Ray,E,A00909589,201210,F,U,BH,BS,BS-BH,PSYC,SPAN,,,HON,,62,92,200810,0
Carlson,David,U,A00964037,201220,F,U,BH,BS,BS-BH,PSYC,,,,CCST,,53,71,200720,0
Waters,Theresa,C,A00924186,201220,F,U,BH,BS,BS-BH,PSYC,,SOC,,POT,,66,26,200920,0
Morrison,Owen,I,A00996116,201220,F,U,BH,BS,BS-BH,PSYC,,BIOL,,CCST,,45,85,201120,0
Burke,Leo,V,A00937406,201220,F,U,BH,BS,BS-BH,PSYC,,SOC,,PMED,,29,46,200820,1
Jenkins,Rosetta,O,A00984176,201220,F,U,BH,BS,BS-BH,PSYC,,,,PATG,,32,88,200720,0
Goodman,Wesley,O,A00971216,201220,F,U,BH,BS,BS-BH,PSYC,,,,,,39,83,201120,1
Miller,Austin,B,A00949867,201220,F,U,BH,BS,BS-BH,PSYC,,SOC,,,,60,14,200820,1
Simmons,Nora,E,A00965860,201210,F,U,BH,BS,BS-BH,PSYC,,,,CCST,,48,64,201110,1
Morales,Hester,R,A00982202,201220,F,U,BH,BS,BS-BH,PSYC,,,,POTD,,46,48,201020,1
Townsend,Lucille,H,A00904715,201220,F,U,BH,BS,BS-BH,PSYC,,SOC,,,,55,51,200620,0
Warner,Lucile,H,A00975230,201220,F,U,BH,BS,BS-BH,PSYC,,HBIO,,,,54,51,201020,1
Sullivan,Lulu,O,A00908945,201220,M,U,BH,BS,BS-BH,PSYC,,,,AGST,,48,62,201120,1
Abbott,Leonard,N,A00960020,201210,F,U,BH,BS,BS-BH,PSYC,,,,CCST,AGST,55,80,201110,1
Hansen,Charlotte,Y,A00985293,201220,F,U,BH,BS,BS-BH,PSYC,,,,HON,,44,77,201120,1
Williamson,Todd,B,A00974287,201220,F,U,BH,BS,BS-BH,PSYC,,,,POT,,52,93,200620,1
Townsend,Jim,Z,A00921084,201220,F,U,BH,BS,BS-BH,PSYC,CRIM,,,CSI,,60,46,201120,0
Hines,Hunter,Z,A00946455,201220,F,U,BH,BS,BS-BH,PSYC,,,,,,45,96,200720,1
Gordon,Ivan,B,A00979591,201210,F,U,BH,BS,BS-BH,PSYC,MATH,,,,,42,60,200910,0
Rivera,Nancy,A,A00919049,201220,M,U,BH,BS,BS-BH,PSYC,CRIM,,,CSI,,52,78,200920,1
Moss,Alvin,C,A00920681,201210,F,U,BH,BS,BS-BH,PSYC,,CRIM,SOC,CCST,,38,29,200910,1
Ryan,Joe,S,A00912597,201320,M,U,BH,BS,BS-BH,PSYC,,,,POTD,AGST,51,23,200920,1
Jenkins,Nellie,K,A00970852,201320,F,U,BH,BS,BS-BH,PSYC,,,,POT,,40,89,201220,1
Young,Jordan,F,A00967819,201320,F,U,BH,BA,BA-BH,PSYC,,,,,,56,22,201220,1
Hodges,Billy,M,A00943248,201320,F,U,BH,BS,BS-BH,PSYC,,CYP,,CCST,,60,49,201020,1
Cook,Roger,U,A00935482,201320,M,U,BH,BS,BS-BH,PSYC,,SOC,,HON,CCST,67,62,201220,1
Chandler,Ricky,C,A00948605,201320,M,U,BH,BS,BS-BH,PSYC,,SOC,,,,48,24,201120,0
Nguyen,Beulah,J,A00942208,201320,F,U,BH,BS,BS-BH,PSYC,,CRIM,,CCST,,50,59,200920,1
Floyd,Jayden,I,A00937680,201310,M,U,BH,BS,BS-BH,PSYC,,CHEM,,PPT,,49,46,200710,0
Ferguson,Austin,I,A00965127,201320,F,U,BH,BS,BS-BH,PSYC,,,,AGST,,52,54,200820,1
Fitzgerald,Landon,Y,A00947026,201320,F,U,BH,BS,BS-BH,PSYC,,SOC,,CCST,,37,55,200720,0
Warner,Landon,E,A00933798,201320,F,U,BH,BS,BS-BH,PSYC,SOC,,,,,74,14,200920,0
May,Richard,G,A00930625,201320,F,U,BH,BS,BS-BH,PSYC,,,,CCST,,40,43,200820,1
McCoy,Lucile,X,A00980320,201320,M,U,BH,BS,BS-BH,PSYC,,CRIM,,,,41,13,201220,0
Colon,Barry,D,A00972727,201320,F,U,BH,BS,BS-BH,PSYC,,,,,,51,84,200720,0
Richards,Evelyn,U,A00976819,201320,F,U,BH,BS,BS-BH,PSYC,,HBIO,,,,47,73,201220,0
Mitchell,Kate,R,A00948201,201310,F,U,BH,BS,BS-BH,PSYC,,CRIM,,,,29,53,200810,1
Gordon,Effie,U,A00937186,201320,F,U,BH,BS,BS-BH,PSYC,,SOC,,,,38,80,201120,1
Perry,Annie,F,A00901115,201310,F,U,BH,BS,BS-BH,PSYC,,CRIM,,,,53,56,200910,1
Padilla,Birdie,B,A00922480,201310,M,U,BH,BS,BS-BH,PSYC,,CRIM,SOC,CCST,,44,39,201110,1
Hansen,Susan,Q,A00914042,201320,F,U,BH,BS,BS-BH,PSYC,,ENTR,BADM,CCST,HON,41,18,200720,0
Rhodes,Johanna,V,A00947229,201320,F,U,BH,BS,BS-BH,PSYC,,SOC,,PPT,,57,63,201020,1
Daniels,Marguerite,G,A00924846,201310,F,U,BH,BA,BA-BH,PSYC,,,,,,39,60,201010,1
McBride,Maud,X,A00956650,201320,F,U,BH,BS,BS-BH,PSYC,MATH,,,,,50,31,201020,1
Flores,Margaret,C,A00993050,201320,F,U,BH,BA,BA-BH,PSYC,,,,CCST,,63,90,200820,1
Francis,Johanna,M,A00957407,201320,F,U,BH,BS,BS-BH,PSYC,,SOC,,SRES,HON,39,56,201120,0
Lawson,Chase,I,A00937157,201320,F,U,BH,BS,BS-BH,PSYC,,HBIO,,PPT,,50,97,201020,0
Hart,Victoria,I,A00985330,201320,F,U,BH,BA,BA-BH,PSYC,,SOC,,CCST,,35,91,200920,0
Fitzgerald,Connor,K,A00981928,201320,F,U,BH,BS,BS-BH,PSYC,,,,CCST,,43,35,200920,1
Schneider,Ruby,H,A00906830,201320,F,U,BH,BS,BS-BH,PSYC,,SOC,,SRES,HON,67,69,200720,1
McDonald,Miguel,L,A00984182,201310,F,U,BH,BS,BS-BH,PSYC,,,,,,33,96,200910,1
Castro,Janie,M,A00997065,201320,F,U,BH,BS,BS-BH,PSYC,,,,POTD,,36,54,201220,0
Holland,Phillip,D,A00950883,201320,F,U,BH,BS,BS-BH,PSYC,,SOC,,CCST,,56,32,201020,0
Walker,Randall,V,A00914595,201320,F,U,BH,BS,BS-BH,PSYC,,,,CCST,AGST,47,41,200720,1
Pierce,Nelle,W,A00965160,201320,F,U,BH,BS,BS-BH,PSYC,,HBIO,,PPT,,39,49,200820,1
Horton,Rhoda,T,A00964838,201310,F,U,BH,BS,BS-BH,PSYC,,,,PPT,CCST,66,93,200710,0
May,Katie,C,A00964329,201320,F,U,BH,BS,BS-BH,PSYC,,BIOL,,CCST,,39,64,201220,1
Scott,Maurice,K,A00913782,201320,F,U,BH,BS,BS-BH,PSYC,,PHIL,,CCST,,38,17,201120,1
Woods,Nathan,I,A00988372,201320,F,U,BH,BS,BS-BH,PSYC,,,,PPT,,48,53,201020,1
Nash,Olivia,R,A00996444,201320,F,U,BH,BA,BA-BH,PSYC,,,,CCST,,35,72,201020,1
Haynes,Mae,S,A00959951,201320,M,U,BH,BS,BS-BH,PSYC,,,,,,51,29,200720,1
Gilbert,Leah,X,A00928789,201310,F,U,BH,BS,BS-BH,PSYC,,SOC,,CCST,,46,83,201010,1
Hunt,Barbara,V,A00902863,201320,F,U,BH,BS,BS-BH,PSYC,,SOC,GEND,POTD,CCST,53,93,200820,0
Powers,Ruby,B,A00906506,201320,F,U,BH,BS,BS-BH,PSYC,,,,PPT,GCAS,46,64,200820,1
Pratt,Madge,L,A00995866,201310,M,U,BH,BS,BS-BH,PSYC,,,,PPT,,50,86,201110,1
Watson,Leonard,C,A00959738,201320,F,U,BH,BS,BS-BH,PSYC,,,,POT,,56,92,200820,0
Gibbs,Ethel,O,A00967215,201320,F,U,BH,BS,BS-BH,PSYC,,,,HON,,37,48,201220,1
Patterson,Susie,D,A00973186,201310,F,U,BH,BS,BS-BH,PSYC,,,,POT,,61,52,200810,1
Douglas,Kenneth,E,A00934301,201320,M,U,BH,BS,BS-BH,PSYC,,,,CCST,AGST,46,59,200720,1
Delgado,Ina,X,A00956232,201310,F,U,BH,BS,BS-BH,PSYC,MATH,,,,,58,65,200710,1
Barton,Evelyn,N,A00922524,201320,F,U,BH,BS,BS-BH,PSYC,MATH,,,,,46,50,200920,1
Higgins,Jimmy,L,A00981950,201320,F,U,BH,BS,BS-BH,PSYC,,,,POTD,,66,15,201120,0
Gross,Julian,T,A00916606,201310,F,U,BH,BS,BS-BH,PSYC,,HBIO,,,,62,68,200910,0
Steele,Dorothy,Q,A00984118,201310,F,U,BH,BS,BS-BH,PSYC,,SOC,GEND,POTD,CCST,44,88,200810,1
Bailey,Elnora,I,A00974447,201320,F,U,BH,BA,BA-BH,PSYC,,,,CCST,,65,100,200720,1
Myers,Roxie,T,A00946248,201320,M,U,BH,BS,BS-BH,PSYC,,,,CCST,,25,95,201020,1
Scott,Ryan,G,A00999563,201320,F,U,BH,BS,BS-BH,PSYC,,SOC,,PMED,,30,14,200720,0
Walton,Theodore,L,A00975700,201320,F,U,BH,BS,BS-BH,PSYC,SMGT,,,,,36,97,201120,0
Burns,Gerald,K,A00957362,201320,F,U,BH,BS,BS-BH,PSYC,,,,CCST,,54,29,200720,0
Bryant,Viola,U,A00942085,201320,F,U,BH,BS,BS-BH,PSYC,,,,PPT,HON,36,20,201120,1
Duncan,Brent,R,A00912462,201320,F,U,BH,BS,BS-BH,PSYC,,,,,,43,25,201220,1
Cummings,Lily,A,A00997300,201320,F,U,BH,BS,BS-BH,PSYC,,,,CCST,AGST,39,29,200720,1
Craig,Nelle,I,A00997298,201310,F,U,BH,BS,BS-BH,PSYC,,CRIM,,,,48,13,200810,0
Underwood,Francisco,V,A00939678,201310,F,U,BH,BS,BS-BH,PSYC,,,,CCST,,48,62,201010,0
Griffin,Isabella,F,A00982188,201320,F,U,BH,BS,BS-BH,PSYC,,SOC,,,,49,75,200820,1
Stephens,Linnie,Y,A00914070,201320,M,U,BH,BS,BS-BH,PSYC,,,,,,49,67,201220,0
Adkins,Lula,B,A00994989,201310,F,U,BH,BA,BA-BH,PSYC,,SOC,,CCST,,45,63,200910,1
Holmes,Noah,F,A00952538,201420,F,U,BH,BS,BS-BH,PSYC,,PHIL,,CCST,,45,14,201220,1
Harper,Gilbert,X,A00968686,201420,F,U,BH,BA,BA-BH,PSYC,,,,CCST,,52,42,200920,1
Cross,Edna,I,A00936927,201420,F,U,BH,BS,BS-BH,PSYC,,,,CCST,,57,52,201220,0
Bowen,Eliza,G,A00977297,201410,F,U,BH,BS,BS-BH,PSYC,,PHIL,,CCST,,34,93,200910,1
Farmer,Matthew,A,A00920684,201420,M,U,BH,BA,BA-BH,PSYC,,,,,,56,69,201320,1
Harris,David,B,A00932352,201420,F,U,BH,BS,BS-BH,PSYC,,,,PPTD,,44,71,201220,1
Carson,Josie,B,A00946963,201410,F,U,BH,BS,BS-BH,PSYC,,SOC,,,,45,93,200810,1
Franklin,Gertrude,D,A00982065,201420,F,U,BH,BS,BS-BH,PSYC,,,,AGST,,56,50,201220,1
Swanson,Russell,C,A00947039,201410,F,U,BH,BS,BS-BH,PSYC,,,,,,38,32,201110,1
Barnes,Christian,B,A00952678,201420,F,U,BH,BS,BS-BH,PSYC,,,,,,40,27,200920,0
Watson,Catherine,L,A00982031,201420,F,U,BH,BS,BS-BH,PSYC,,BIOL,,CCST,,47,46,201120,1
Cohen,John,I,A00913161,201410,M,U,BH,BS,BS-BH,PSYC,,SOC,,POT,,39,12,200810,1
Craig,Ella,G,A00947645,201410,F,U,BH,BS,BS-BH,PSYC,,,,,,66,67,200910,0
Hamilton,Noah,S,A00947340,201420,F,U,BH,BA,BA-BH,PSYC,,SOC,,CCST,,42,39,201220,0
Lyons,Iva,R,A00941969,201420,M,U,BH,BS,BS-BH,PSYC,,CRIM,,,,56,36,201320,0
Bailey,Jacob,H,A00918763,201420,F,U,BH,BS,BS-BH,PSYC,,,,PMED,,51,57,200920,0
Ward,Norman,K,A00953119,201410,M,U,BH,BS,BS-BH,PSYC,,SOC,,POT,,35,97,201210,1
Watkins,Jordan,X,A00976670,201410,F,U,BH,BS,BS-BH,PSYC,,,,,,41,48,201310,0
Simpson,Jerome,Y,A00937320,201420,F,U,BH,BA,BA-BH,PSYC,,SOC,,CCST,,53,91,200820,0
Wallace,Myra,J,A00963333,201410,F,U,BH,BS,BS-BH,PSYC,,FREN,,PMED,,46,52,201110,1
Padilla,Flora,N,A00910283,201410,F,U,BH,BS,BS-BH,PSYC,,,,,,37,97,201110,0
Alvarez,Margaret,G,A00944728,201410,M,U,BH,BS,BS-BH,PSYC,,SOC,,CCST,,32,43,201010,0
Cunningham,Michael,Y,A00938575,201420,F,U,BH,BS,BS-BH,PSYC,,,,PPT,CCST,54,20,201320,1
Palmer,Austin,J,A00964801,201420,F,U,BH,BS,BS-BH,PSYC,,CRIM,,CCST,,47,11,200820,0
Cole,Edgar,W,A00913236,201420,F,U,BH,BS,BS-BH,PSYC,,,,PPT,GCAS,36,83,201120,1
Burns,Bessie,G,A00913535,201420,F,U,BH,BS,BS-BH,PSYC,,SOC,,AGST,,38,45,201320,0
Roberson,Gabriel,O,A00988389,201410,F,U,BH,BS,BS-BH,PSYC,SMGT,,,,,29,22,201310,1
Elliott,Adele,L,A00939063,201420,F,U,BH,BS,BS-BH,PSYC,,,,,,48,42,201220,0
Maxwell,Celia,G,A00934473,201420,F,U,BH,BS,BS-BH,PSYC,,,,,,33,89,201220,0
Ross,Jeffery,O,A00986905,201420,F,U,BH,BA,BA-BH,PSYC,,,,PPT,,44,11,200820,1
Newton,Abbie,N,A00952242,201410,F,U,BH,BS,BS-BH,PSYC,,SOC,,HON,CCST,55,94,201110,1
Martin,Herman,E,A00948143,201420,F,U,BH,BA,BA-BH,PSYC,,,,CCST,,49,29,200920,1
Rivera,Olivia,A,A00930805,201410,F,U,BH,BS,BS-BH,PSYC,CRIM,,,CSI,,36,54,201210,1
Gutierrez,John,X,A00967648,201410,F,U,BH,BS,BS-BH,PSYC,,CRIM,,POT,,35,39,200810,1
Conner,Katie,Y,A00920286,201420,F,U,BH,BS,BS-BH,PSYC,,,,,,47,66,201220,1
Murphy,Lelia,C,A00970647,201410,F,U,BH,BS,BS-BH,PSYC,SPAN,LEGL,,CCST,,47,34,201210,1
Beck,Lou,N,A00997036,201420,F,U,BH,BS,BS-BH,PSYC,,,,PPT,,31,68,201020,1
Tyler,Hulda,F,A00977367,201420,F,U,BH,BS,BS-BH,PSYC,,CRIM,,,,62,100,201220,1
Hayes,Hilda,O,A00983315,201420,F,U,BH,BS,BS-BH,PSYC,,FREN,,PMED,,44,84,201120,1
Klein,Elnora,U,A00942512,201410,F,U,BH,BA,BA-BH,PSYC,,,,CCST,,56,48,201110,1
Copeland,Ethan,E,A00951426,201410,F,U,BH,BS,BS-BH,PSYC,,SOC,,,,66,25,201010,1
Alvarado,Aaron,P,A00978674,201420,M,U,BH,BS,BS-BH,PSYC,,BIOL,,CCST,,45,72,201020,0
Thomas,Timothy,G,A00972452,201420,F,U,BH,BS,BS-BH,PSYC,,,,CCST,,34,57,201120,1
Marsh,Essie,L,A00949378,201420,F,U,BH,BS,BS-BH,PSYC,,,,,,52,41,201120,0
Delgado,Allen,R,A00908880,201420,F,U,BH,BS,BS-BH,PSYC,,,,POT,,56,79,201220,1
